Entry	Gene
A0A2R8Y5M9	CHD4
A0A2R8Y5Z7	CHD4
A0A2R8Y685	CHD4
A0A2R8Y6G9	CHD4
A0A2R8Y795	CHD4
A0A2R8Y7I0	CHD4
A0A2R8Y7M9	CHD4
A0A2R8Y7X1	CHD4
A0A2R8Y8B3	CHD4
A0A2R8Y8C1	CHD4
A0A2R8YD40	CHD4
A0A2R8YDJ9	CHD4
A0A2R8YDW2	CHD4
A0A2R8YE38	CHD4
A0A2R8YER1	CHD4
A0A2R8YFD8	CHD4
A0A2R8YFK9	CHD4
A0A2U3TZM0	CHD4
F5GWX5	CHD4
F5H596	CHD4
F5H6N4	CHD4
Q05CG6	CHD4
Q14839	CHD4
F2Z2R5	CHD5
F6T542	CHD5
K7EMC0	CHD5
K7EMY3	CHD5
K7ESA5	CHD5
O00258	CHD5
Q8TDI0	CHD5
A0A075B6P4	CHD6
C9JFU2	CHD6
H7C294	CHD6
Q8TD26	CHD5,CHD6
A0A024R7V7	CHD7
E9PP20	CHD7
H0YD01	CHD7
H0YDC1	CHD7
L8E8D7	CHD7
Q9P2D1	CHD7
A0A087WT52	CHEK1
E7EPP6	CHEK1
E9PJI4	CHEK1
E9PKQ3	CHEK1
E9PPA5	CHEK1
E9PQW7	CHEK1
E9PRU7	CHEK1
O14757	CHEK1
Q6W8P8	CHEK1
A0A087X102	CHEK2
A0A3B3ITA7	CHEK2
A0A4P8PR71	CHEK2
A0A4V1ES41	CHEK2
B7ZBF2	CHEK2
B7ZBF6	CHEK2
B7ZBF7	CHEK2
B7ZBF8	CHEK2
C9JFD7	CHEK2
F8WCV2	CHEK2
H0Y4V6	CHEK2
H0Y820	CHEK2
H7BZ30	CHEK2
H7C0V7	CHEK2
O96017	CHEK2
G3V2Q7	CHGA
G5E968	CHGA
P10645	CHGA
A0A0A0MT66	CHGB
P05060	CHGB
A0A024R969	CHI3L1
H0Y3U8	CHI3L1
P36222	CHI3L1
Q9NY39	CHI3L1
Q9NY40	CHI3L1
Q9NY41	CHI3L1
E9PII8	CHI3L2
E9PIX1	CHI3L2
E9PP75	CHI3L2
E9PPX4	CHI3L2
E9PR52	CHI3L2
E9PRL9	CHI3L2
H0YD88	CHI3L2
H0YE91	CHI3L2
H0YEJ1	CHI3L2
Q15782	CHI3L2
A0A024R0D9	CHIA
A5D6V7	CHIA
E9PLJ2	CHIA
H7BXH6	CHIA
Q5VUV5	CHIA
Q9BZP6	CHIA
D6REY1	CHIT1
Q13231	CHIT1
A0A024R5E0	CHKA
E9PM06	CHKA
H0YD02	CHKA
P35790	CHKA
Q9Y259	CHKB
A0A087X0M8	CHL1
C9J905	CHL1
C9JEY3	CHL1
C9JH37	CHL1
C9JW79	CHL1
F8WEP4	CHL1
H7C0J0	CHL1
O00533	CHL1
Q7KYX3	CHLR1
Q93000	CHLR1
Q96FC9	CHL1,CHLR1
P24386	CHM
Q8N917	CHM
A0A1B0GUK6	CHML
A0A1B0GVA4	CHML
A0A1B0GVX9	CHML
P26374	CHML
A0A024R4S0	CHMP2A
M0QXX8	CHMP2A
M0R1L7	CHMP2A
M0R1T5	CHMP2A
O43633	CHMP2A
A0A087WW88	CHMP2B
B2RE76	CHMP2B
C9J0A7	CHMP2B
Q9UQN3	CHMP2B
I3L3E4	CHMP6
I3L4A1	CHMP6
I3L4G8	CHMP6
Q96FZ7	CHMP6
E5RFR8	CHMP7
E5RIU9	CHMP7
E5RJI3	CHMP7
Q8WUX9	CHMP7
A0A2X0SFY7	CHN1
A0A494BZY1	CHN1
A0A494C047	CHN1
A0A494C072	CHN1
A0A494C0C9	CHN1
A0A494C0I4	CHN1
A0A494C0I5	CHN1
A0A494C0L5	CHN1
A0A494C0R6	CHN1
A0A494C0V1	CHN1
A0A494C158	CHN1
A0A494C1D3	CHN1
A0A494C1H3	CHN1
A0A494C1M7	CHN1
A0A494C1P5	CHN1
A0A494C1Q9	CHN1
A0A494C1R0	CHN1
B8ZZ96	CHN1
C9J1N1	CHN1
C9J3G1	CHN1
C9J3V9	CHN1
C9JR98	CHN1
F8W6K2	CHN1
F8WAY4	CHN1
F8WCQ9	CHN1
L0R6E9	CHN1
P15882	CHN1
Q6IBE0	CHN1
A0A2R8YEI5	CHN2
A0A2X0TVW3	CHN2
B3VCE9	CHN2
B3VCF0	CHN2
B3VCF4	CHN2
B3VCF5	CHN2
B3VCF6	CHN2
B3VCF8	CHN2
B3VCF9	CHN2
B3VCG0	CHN2
B3VCG2	CHN2
B3VCG3	CHN2
B3VCG4	CHN2
B3VCG5	CHN2
B8ZZU1	CHN2
C9JQ94	CHN2
H0YG02	CHN2
H7C0V3	CHN2
H7C138	CHN2
J3KSU2	CHN2
P52757	CHN2
Q75MY2	CHN2
A0A024R394	CHORDC1
A0A024R3C3	CHORDC1
E9PHZ2	CHORDC1
E9PIF7	CHORDC1
E9PIZ4	CHORDC1
E9PL00	CHORDC1
E9PPQ5	CHORDC1
E9PSD5	CHORDC1
Q9UHD1	CHORDC1
A0A024R9M9	CHP
Q99653	CHP
O43745	CHP2
A0A024R468	CHPF
F8W6H2	CHPF
Q8IZ52	CHPF
C9JZF7	CHPF2
G5E9W2	CHPF2
H7C5L5	CHPF2
Q9P2E5	CHPF2
F5GZF8	CHRM1
P11229	CHRM1
Q53XZ3	CHRM1
A4D1Q0	CHRM2
P08172	CHRM2
Q6SL56	CHRM2
Q6SL59	CHRM2
Q86SJ1	CHRM2
Q96RH0	CHRM2
A0A024R3W1	CHRM3
B1AN12	CHRM3
P20309	CHRM3
Q8NG01	CHRM3
Q96RG9	CHRM3
P08173	CHRM4
Q96RG8	CHRM4
A0A024R9I2	CHRM5
H0YKC0	CHRM5
P08912	CHRM5
Q6NUM3	CHRM5
Q8IVW0	CHRM5
A0A0X1KG79	CHRNA2
A0A1B0GVX5	CHRNA2
E5RGP6	CHRNA2
E5RGT4	CHRNA2
E5RHQ4	CHRNA2
E5RJ54	CHRNA2
E5RK67	CHRNA2
Q15822	CHRNA2
D3DW87	CHRNA3
H0YNF9	CHRNA3
P32297	CHRNA3
Q6EWN2	CHRNA3
A0A0D9SFU6	CHRNA4
H0YBH1	CHRNA4
P43681	CHRNA4
Q4VAQ3	CHRNA4
Q5EIU9	CHRNA4
Q5EIV0	CHRNA4
Q5RLM1	CHRNA4
H3BU02	CHRNB4
P30926	CHRNB4
A0A2R8Y7B7	CHSY1
L8E844	CHSY1
Q86X52	CHSY1
Q1JTV1	CHSY2
Q3MTV6	CHSY2
Q70JA7	CHSY2
O15111	CHUK
Q562E6	CHUK
H3BPG7	CIAPIN1
H3BQ23	CIAPIN1
H3BT65	CIAPIN1
H3BTT4	CIAPIN1
H3BTZ8	CIAPIN1
H3BUG4	CIAPIN1
H3BV90	CIAPIN1
Q6FI81	CIAPIN1
A0A3B3ISY8	CIB1
Q99828	CIB1
A0A0A0MQR4	CIC
I3L135	CIC
I3L1Q4	CIC
I3L2I4	CIC
I3L2J0	CIC
I3L373	CIC
Q96RK0	CIC
O75339	CILP
Q567R9	CIP29
A0PJI7	CIR
Q86X95	CIR
Q9NSE2	CISH
F5H4K4	CIT
H0YGG8	CIT
H7BYJ3	CIT
O14578	CIT
A0A024R885	CIZ1
A0A0U1RQR2	CIZ1
A0A494C0L7	CIZ1
F5H2X7	CIZ1
F6VD24	CIZ1
F6WSM2	CIZ1
H0Y5D5	CIZ1
Q5SYW2	CIZ1
Q9BTG3	CIZ1
Q9ULV3	CIZ1
Q99426	CKAP1
B2RMQ4	CKAP2
C9J649	CKAP2
C9J7Y4	CKAP2
Q8WWK9	CKAP2
F8WBE0	CKAP2L
L8E9M3	CKAP2L
Q8IYA6	CKAP2L
A0A0S2Z471	CKB
G3V2I1	CKB
G3V461	CKB
G3V4N7	CKB
H0YJG0	CKB
H0YJJ7	CKB
H0YJK0	CKB
P12277	CKB
V9HWH2	CKB
P06732	CKM
A0A024RAK5	CKMT2
D6R998	CKMT2
D6RHV3	CKMT2
P17540	CKMT2
D3DV79	CKS1B
P61024	CKS1B
Q5T178	CKS1B
Q5T179	CKS1B
Q9BZU3	CKS1B
P33552	CKS2
C9J151	CLASP1
C9JP76	CLASP1
F8WA11	CLASP1
H0Y5T1	CLASP1
Q7Z460	CLASP1
A0A024R2J1	CLASP2
A0A024R2L7	CLASP2
A0A024R2S6	CLASP2
A0A0U1RQI6	CLASP2
B3KR06	CLASP2
C9J668	CLASP2
D6RBU8	CLASP2
E3W994	CLASP2
E7ENG2	CLASP2
E7ERI8	CLASP2
E7EW49	CLASP2
H7C4I5	CLASP2
H7C4M5	CLASP2
H7C4X8	CLASP2
H7C5M8	CLASP2
J3KR49	CLASP2
O75122	CLASP2
A0A024R095	CLCC1
A0A024R0G0	CLCC1
Q5T1P5	CLCC1
Q96S66	CLCC1
H0Y2M6	CLCN7
H3BNG8	CLCN7
I3L470	CLCN7
P51798	CLCN7
Q2VPA2	CLCN7
Q96RY8	CLCN7
Q9BRN4	CLCN7
A5JSJ9	CLDN1
O95832	CLDN1
A8MX62	CLDN12
C9J4P0	CLDN12
C9J841	CLDN12
P56749	CLDN12
Q6FIF6	CLDN12
O95500	CLDN14
O15551	CLDN3
Q75L79	CLDN3
P56748	CLDN8
A0A2R8YDG4	CLEC16A
H7BXG1	CLEC16A
H7BZI2	CLEC16A
H7BZJ9	CLEC16A
Q2KHT3	CLEC16A
F5H5X7	CLEC4E
F8WFA1	CLEC4E
H0YGH9	CLEC4E
Q9ULY5	CLEC4E
B7ZMM1	CLEC4F
Q8N1N0	CLEC4F
Q6UXN8	CLEC9A
D6RAZ4	CLGN
L8E7N0	CLGN
O14967	CLGN
O00299	CLIC1
Q5SRT3	CLIC1
A6PVS0	CLIC2
O15247	CLIC2
Q86YM0	CLIC2
O95833	CLIC3
Q6FGP1	CLIC3
Q6FIC5	CLIC4
Q9Y696	CLIC4
A0A2R8Y4M1	CLIC5
A0A2R8Y615	CLIC5
A0A2R8YGW2	CLIC5
A0A5F9ZHK1	CLIC5
Q49AE1	CLIC5
Q53G01	CLIC5
Q8N675	CLIC5
Q9NZA1	CLIC5
Q96NY7	CLIC6
A0A0S2Z4Y4	CLINT1
A0A0S2Z5H3	CLINT1
H0YCL3	CLINT1
H0YD52	CLINT1
H0YDU9	CLINT1
L8EAP9	CLINT1
Q14677	CLINT1
O43666	CLIP-170
O43667	CLIP-170
A7E2F7	CLIP2
H7C4L6	CLIP2
H7C5H8	CLIP2
Q9UDT6	CLIP2
A0A087WVK0	CLK1
B8ZZR0	CLK1
F8WBF5	CLK1
P49759	CLK1
Q5W111	CLLD6
A0PJD0	CLMN
A1A4B9	CLMN
G3V3D8	CLMN
G3V4C0	CLMN
G3V5E0	CLMN
G3V5U3	CLMN
Q6NUQ2	CLMN
Q96JQ2	CLMN
A0A024QZB8	CLN3
A0A024QZD0	CLN3
A0A0D9SF04	CLN3
A0A0D9SFH9	CLN3
A0A1B0GUB1	CLN3
A0A1B0GUU4	CLN3
A0A1B0GV41	CLN3
A0A1B0GV71	CLN3
A0A1B0GW34	CLN3
A0A1B0GWH8	CLN3
A8JYI8	CLN3
A8JYI9	CLN3
B4DFF3	CLN3
B4DMY6	CLN3
F6TI76	CLN3
H3BMN4	CLN3
H3BNK7	CLN3
H3BPL0	CLN3
H3BQ48	CLN3
H3BR00	CLN3
H3BR84	CLN3
H3BRU8	CLN3
H3BUF8	CLN3
O95085	CLN3
O95086	CLN3
O95087	CLN3
O95088	CLN3
O95090	CLN3
O95091	CLN3
O95092	CLN3
O95093	CLN3
Q13286	CLN3
Q2TA70	CLN3
Q5XFT9	CLN3
Q9UBD8	CLN3
Q9UBH5	CLN3
Q9UP05	CLN3
Q9UP08	CLN3
Q9UP10	CLN3
A0A0A0MSJ4	CLNK
D6RJB9	CLNK
Q7Z7G1	CLNK
C9JK03	CLOCK
O15516	CLOCK
Q3ZCT4	CLOCK
Q8N757	CLOCK
Q8TAB0	CLOCK
A0A2R8YEF5	CLPP
M0QXE9	CLPP
M0QYV5	CLPP
M0R208	CLPP
Q16740	CLPP
A0A0S2Z3H2	CLPTM1
A0A0S2Z3H6	CLPTM1
K7EJ16	CLPTM1
K7EKQ7	CLPTM1
K7EQQ1	CLPTM1
K7ERL5	CLPTM1
O96005	CLPTM1
G5E9Z2	CLPTM1L
Q96KA5	CLPTM1L
A0A024R5X7	CLPX
H0YK07	CLPX
H0YM48	CLPX
O76031	CLPX
E7ESG2	CLSPN
Q05D30	CLSPN
Q1RMC5	CLSPN
Q9HAW4	CLSPN
C9J8P9	CLTA
F8WF69	CLTA
P09496	CLTA
S4R3F6	CLTA
A0A024R7S3	CLTB
B4DTF9	CLTB
D6RJD1	CLTB
H0Y9Q6	CLTB
P09497	CLTB
A0A087WVQ6	CLTC
J3KRF5	CLTC
J3KS13	CLTC
J3KSQ2	CLTC
J3KTN1	CLTC
J3QL20	CLTC
K7EJJ5	CLTC
Q00610	CLTC
Q49AL0	CLTC
A0A1D5RMS6	CLVS1
E5RI68	CLVS1
E5RK22	CLVS1
G3V122	CLVS1
Q8IUQ0	CLVS1
F8VSC8	CMKLR1
F8VYN7	CMKLR1
Q6LEE7	CMKLR1
Q99788	CMKLR1
P30085	CMPK
Q8IZV2	CMTM8
Q8N3K9	CMYA5
A0A0S2Z4K2	CNBP
A0A0S2Z4P7	CNBP
A0A0S2Z4Q3	CNBP
D6RAT4	CNBP
P62633	CNBP
A0A024R9X3	CNGA1
D6R978	CNGA1
D6RCF1	CNGA1
P29973	CNGA1
Q16280	CNGA2
A0A097I4X7	CNGA3
L8E7M2	CNGA3
Q16281	CNGA3
B4DYQ8	CNGA4
Q8IV77	CNGA4
A0A2R8Y6Y0	CNGB1
H3BQC3	CNGB1
H3BQW3	CNGB1
Q14028	CNGB1
B4DXN4	CNKSR1
E9PIE0	CNKSR1
E9PS82	CNKSR1
G3V160	CNKSR1
H0YDP5	CNKSR1
Q53GM7	CNKSR1
Q969H4	CNKSR1
A0A2R8Y5R2	CNKSR2
A0A2R8Y5S6	CNKSR2
A0A2R8Y604	CNKSR2
A0A2R8Y622	CNKSR2
A0A2R8Y700	CNKSR2
A0A2R8Y7A1	CNKSR2
A0A2R8Y7K8	CNKSR2
A0A2R8YDB6	CNKSR2
A0A2R8YE27	CNKSR2
A0A2R8YE65	CNKSR2
A0A2R8YE71	CNKSR2
A0A2R8YED7	CNKSR2
A0A2R8YFM1	CNKSR2
A0A2R8YGJ7	CNKSR2
A0A2U3TZH5	CNKSR2
L8E9Q3	CNKSR2
A0A5H1ZRR2	CNKSR3
Q5T4Y8	CNKSR3
B7Z7E1	CNN1
K7ENC5	CNN1
K7EQ72	CNN1
K7ER02	CNN1
K7ERK4	CNN1
K7ERM8	CNN1
K7ESJ2	CNN1
P51911	CNN1
A0A087WV51	CNN2
A0A087X1X5	CNN2
A0A087X271	CNN2
B2RWM5	CNN2
B4DDF4	CNN2
B4DUT8	CNN2
H3BQH0	CNN2
H3BVI6	CNN2
K7ES69	CNN2
Q6FHC3	CNN2
Q6FHE4	CNN2
Q99439	CNN2
U3KPS3	CNN2
E9PDU6	CNN3
Q15417	CNN3
Q9BWY6	CNN3
A5YKK6	CNOT1
H3BMH0	CNOT1
H3BMZ2	CNOT1
H3BNB1	CNOT1
H3BPF1	CNOT1
H3BR89	CNOT1
H3BT18	CNOT1
H3BTH2	CNOT1
H3BU44	CNOT1
H3BVC9	CNOT1
E9PCN5	CNOT10
H7BZZ7	CNOT10
H7C0K1	CNOT10
H7C1X9	CNOT10
Q9H9A5	CNOT10
A0A024RBD8	CNOT2
A0A087X050	CNOT2
F8VP97	CNOT2
F8VPX5	CNOT2
F8VQD8	CNOT2
F8VQF4	CNOT2
F8VRJ3	CNOT2
F8VRS8	CNOT2
F8VS14	CNOT2
F8VSK9	CNOT2
F8VUB4	CNOT2
F8VV05	CNOT2
F8VV52	CNOT2
F8VVD4	CNOT2
F8VVY1	CNOT2
F8VWH8	CNOT2
F8VX63	CNOT2
F8W145	CNOT2
H0YH84	CNOT2
H0YHT6	CNOT2
H0YHT8	CNOT2
H0YI11	CNOT2
H0YI80	CNOT2
Q9NZN8	CNOT2
A0A024R4R3	CNOT3
A0A087X0F9	CNOT3
A0A0G2JN65	CNOT3
A0A0G2JNJ7	CNOT3
A0A0G2JPP0	CNOT3
A0A2H2FJL5	CNOT3
A0A2R8Y4W0	CNOT3
A0A2R8Y691	CNOT3
A0A2R8Y6N5	CNOT3
A0A2R8Y7Z8	CNOT3
B7Z6J7	CNOT3
H0Y5X7	CNOT3
H7C148	CNOT3
H7C3F5	CNOT3
H7C5J4	CNOT3
O75175	CNOT3
D6R9H6	CNOT6
Q8TAJ0	CNOT6
Q9ULM6	CNOT6
D6RGK9	CNOT6L
D6RIW9	CNOT6L
H0Y9C1	CNOT6L
H0Y9Z5	CNOT6L
Q96LI5	CNOT6L
E5RGA8	CNOT7
E5RGH2	CNOT7
E5RHV9	CNOT7
E5RJE0	CNOT7
H0YAV9	CNOT7
H0YBT3	CNOT7
Q9UIV1	CNOT7
A0A024R1T5	CNP
C9K0L8	CNP
K7EN66	CNP
K7EQ27	CNP
K7ERC4	CNP
K7ERZ0	CNP
P09543	CNP
F8VXJ7	CNPY2
F8W1K5	CNPY2
H0YI18	CNPY2
H0YIH9	CNPY2
Q9Y2B0	CNPY2
A0A0J9YXE1	CNPY4
A0A0J9YYJ0	CNPY4
Q8N129	CNPY4
F8W187	CNR1
F8W908	CNR1
P21554	CNR1
Q9BYY6	CNR1
S5TLS4	CNR1
V5KA96	CNR1
Q9NXG0	CNTLN
A0A024R104	CNTN1
F8VQW3	CNTN1
F8VUI8	CNTN1
F8VUI9	CNTN1
F8VX96	CNTN1
H0YIJ1	CNTN1
Q12860	CNTN1
A0A1B0GTL7	CNTN2
A0A1W2PPQ9	CNTN2
A0A1W2PPY1	CNTN2
A0A1W2PQ11	CNTN2
A0A1W2PQ86	CNTN2
A0A1W2PQJ4	CNTN2
A0A1W2PR60	CNTN2
A1L3A3	CNTN2
A1ML24	CNTN2
L8ECB9	CNTN2
Q02246	CNTN2
Q9P232	CNTN3
C9JGK9	CNTN4
C9JIY1	CNTN4
C9JMQ2	CNTN4
F8WD58	CNTN4
H0Y8U1	CNTN4
Q8IWV2	CNTN4
A1LMA8	CNTN6
F8VWS7	CNTN6
F8WDQ0	CNTN6
L0R839	CNTN6
Q9UQ52	CNTN6
A0A024R1Y9	CNTNAP1
K7EMM9	CNTNAP1
L8E7H9	CNTNAP1
P78357	CNTNAP1
A0A090N7T7	CNTNAP2
A0A0D9SES4	CNTNAP2
A0A0J9YWG3	CNTNAP2
A0A0J9YYA0	CNTNAP2
B7Z1Y6	CNTNAP2
O75852	CNTNAP2
Q75LG9	CNTNAP2
Q75M92	CNTNAP2
Q75MA1	CNTNAP2
Q75MD4	CNTNAP2
Q75MF6	CNTNAP2
Q75MF8	CNTNAP2
Q75MQ9	CNTNAP2
Q86UI8	CNTNAP2
Q86UJ1	CNTNAP2
Q86UL4	CNTNAP2
Q86UL6	CNTNAP2
Q86UL9	CNTNAP2
Q96T77	CNTNAP2
Q96T78	CNTNAP2
Q96T79	CNTNAP2
Q96T80	CNTNAP2
Q9UDV4	CNTNAP2
Q9UHC6	CNTNAP2
X5D2E8	CNTNAP2
X5D7C2	CNTNAP2
X5D8X9	CNTNAP2
X5D9M6	CNTNAP2
X5DNH4	CNTNAP2
X5DQU5	CNTNAP2
X5DRL0	CNTNAP2
Q8WYK1	CNTNAP5
A0A0J9YWK3	COBL
A0A3B3IU00	COBL
C9J9X1	COBL
H7C1N2	COBL
J3KR05	COBL
L8E9S2	COBL
O75128	COBL
Q8WX92	COBRA1
A0A2R8Y3T0	COCH
A0A2U3TZE7	COCH
G3V4C4	COCH
G3V5G6	COCH
G3V5V4	COCH
G3V5X3	COCH
H0YJJ0	COCH
H0YJW4	COCH
O43405	COCH
A0A087WVI0	COG1
E9PBL8	COG1
J3KRP4	COG1
J3KSY3	COG1
J3QKY9	COG1
J3QLT5	COG1
Q4G0L8	COG1
Q8WTW3	COG1
A0A087WTH9	COG3
A0A087WYY9	COG3
Q96JB2	COG3
A0A024QZ89	COG4
A0A0A0MS45	COG4
A2VCL3	COG4
B4DDL2	COG4
E9PRT5	COG4
H3BMV9	COG4
H3BQB2	COG4
H3BSD2	COG4
J3KNI1	COG4
J3KRB5	COG4
J3QLW1	COG4
Q6PIW8	COG4
Q9H9E3	COG4
A0A024RDW5	COG6
A0A140VJG7	COG6
F5GX38	COG6
F5GX76	COG6
H0YGX8	COG6
Q9Y2V7	COG6
A0A0S2Z604	COG7
A0A0S2Z652	COG7
I3L2R8	COG7
I3L337	COG7
P83436	COG7
A0A087X1T3	COG8
B4DYU2	COG8
H3BQV3	COG8
H3BSH5	COG8
J3QRV3	COG8
Q96MW5	COG8
I3L369	COIL
P38432	COIL
A0A0U1RRA7	COL11A1
A0A2R8Y4I5	COL11A1
A0A2R8Y4M5	COL11A1
A0A2R8Y5N4	COL11A1
A0A2R8YDU3	COL11A1
C9JMN2	COL11A1
D3DT71	COL11A1
D3DT72	COL11A1
H7C381	COL11A1
P12107	COL11A1
Q4FAC4	COL11A1
Q5IKE6	COL11A1
Q5IKE9	COL11A1
Q5IKF0	COL11A1
Q5XNW0	COL11A1
Q5XNW2	COL11A1
A0A0C4DFS1	COL11A2
A0A0G2JHD9	COL11A2
A0A0G2JI07	COL11A2
A0A0G2JL35	COL11A2
A0A140T9A1	COL11A2
A0A140T9I7	COL11A2
A0A140T9N0	COL11A2
A0A140T9N1	COL11A2
A0A140T9W8	COL11A2
A0A140T9X7	COL11A2
A0A140TA43	COL11A2
A0A140TA54	COL11A2
A2AAS7	COL11A2
H0YIS1	COL11A2
J3JS72	COL11A2
P13942	COL11A2
Q4VXY6	COL11A2
Q6LCP7	COL11A2
A0A0A0MQT7	COL14A1
H0YBB2	COL14A1
J3QT75	COL14A1
J3QT83	COL14A1
L8EB32	COL14A1
Q05707	COL14A1
Q4G0W3	COL14A1
A0A087X0K0	COL15A1
P39059	COL15A1
A6NCT7	COL16A1
H7BY97	COL16A1
H7BZL8	COL16A1
H7C3F0	COL16A1
Q07092	COL16A1
A0A3B3ISI7	COL17A1
A0A3B3ITM2	COL17A1
A0A3B3ITP5	COL17A1
A0A3B3IUC2	COL17A1
A2A2Y8	COL17A1
D3DRA2	COL17A1
H0Y420	COL17A1
Q9UMD9	COL17A1
A0A087WVJ7	COL19A1
Q14993	COL19A1
Q5JVU1	COL19A1
D3DTX7	COL1A1
H9C5C5	COL1A1
I3L3H7	COL1A1
L0R6F3	COL1A1
O00604	COL1A1
P02452	COL1A1
Q16053	COL1A1
Q6LAN8	COL1A1
Q9UE86	COL1A1
Q9UMA6	COL1A1
Q9UNF2	COL1A1
T1RTD8	COL1A1
A0A087WTA8	COL1A2
A0A0S2Z3H5	COL1A2
A0A0S2Z3K0	COL1A2
A0A384MDU2	COL1A2
A2TIK1	COL1A2
P08123	COL1A2
Q14036	COL1A2
Q16033	COL1A2
Q16452	COL1A2
Q75N18	COL1A2
Q7KZ71	COL1A2
B7ZBI4	COL20A1
B7ZBI5	COL20A1
Q9P218	COL20A1
H0YAX7	COL22A1
L8EAR4	COL22A1
Q8NFW1	COL22A1
E9PNK8	COL24A1
F8WDM8	COL24A1
H0YCZ7	COL24A1
Q17RW2	COL24A1
H0YD40	COL27A1
Q5T1U7	COL27A1
Q8IZC6	COL27A1
Q9HAA3	COL27A1
A0A087WTY5	COL4A1
A0A3B3ISH5	COL4A1
A0A3B3ISV3	COL4A1
A0A3B3ISZ8	COL4A1
A0A3B3ITC8	COL4A1
A0A3B3ITG7	COL4A1
A0A3B3ITS9	COL4A1
A0A3B3IU02	COL4A1
A0A3B3IUD0	COL4A1
A5PKV2	COL4A1
P02462	COL4A1
Q14051	COL4A1
A0A024RDW8	COL4A2
A0A087WY39	COL4A2
A0A3B3IRV2	COL4A2
A0A3B3IS04	COL4A2
A0A3B3IS47	COL4A2
A0A3B3IT80	COL4A2
A0A3B3ITN7	COL4A2
A0A3B3ITQ8	COL4A2
A2A352	COL4A2
P08572	COL4A2
A0A024R456	COL4A3
A0A2R8Y2F0	COL4A3
A0A2R8Y6E5	COL4A3
H7BXM4	COL4A3
Q01955	COL4A3
Q548X1	COL4A3
A0A024RAJ5	COL4A3BP
Q9Y5P4	COL4A3BP
A0A2R8Y548	COL4A4
J3KNM7	COL4A4
P53420	COL4A4
A0A024R8E5	COL5A1
B2ZZ86	COL5A1
H7BY82	COL5A1
L8E771	COL5A1
P20908	COL5A1
Q9UML4	COL5A1
A0A087WYX9	COL5A2
A0A3B3IRH9	COL5A2
D3DPH5	COL5A2
P05997	COL5A2
Q5PR22	COL5A2
P25940	COL5A3
C9JH44	COL6A2
H7C0M5	COL6A2
P12110	COL6A2
Q6FHW5	COL6A2
B7ZW00	COL6A3
C9JNG9	COL6A3
D9ZGF2	COL6A3
E7ENL6	COL6A3
I3L392	COL6A3
P12111	COL6A3
A6NMZ7	COL6A6
H0Y940	COL6A6
H0YA33	COL6A6
A9Z119	COL7A1
B0LXL0	COL7A1
C9JBL3	COL7A1
Q02388	COL7A1
Q5KU26	COLEC12
A0A024R2P2	COLQ
A0A0C4DGS2	COLQ
Q9Y215	COLQ
S4R408	COLQ
D6RC04	COMMD10
D6RJ90	COMMD10
H0Y9N4	COMMD10
L8EAU8	COMMD10
Q9Y6G5	COMMD10
G3XAP6	COMP
L8E6U6	COMP
P49747	COMP
A0A1S6YJG6	COMT
A0A286SD53	COMT
A0A4D6GI07	COMT
A0A4D6GI32	COMT
A0A4D6GI39	COMT
A0A4D6GI41	COMT
A0A4D6GI48	COMT
A0A4D6GI63	COMT
A0A4D6GI65	COMT
A0A4D6GI75	COMT
A0A4D6GI82	COMT
A0A4D6GIA3	COMT
A0A4D6GIK3	COMT
A0A4D6GIL3	COMT
A0A4D6GIW7	COMT
A0A4D6GKQ6	COMT
A0A4D6GKX6	COMT
A0A4D6GL01	COMT
A0A4D6GL07	COMT
A0A4D6GL81	COMT
A3F6Y9	COMT
A3F7Q5	COMT
A3F7Q6	COMT
B8XPJ7	COMT
B8XPJ8	COMT
E7EMS6	COMT
E7EUU8	COMT
F2WW53	COMT
F2WW55	COMT
F8WBW9	COMT
H7BZ45	COMT
P21964	COMT
A0A3B3IS23	COPA
A0A3B3IS84	COPA
A0A3B3ISC6	COPA
A0A3B3ISK1	COPA
A0A3B3IT15	COPA
A0A3B3ITI7	COPA
A0A3B3ITV3	COPA
A0A3B3ITX2	COPA
A0A3B3IU78	COPA
A0A3B3IU84	COPA
A0A3B3IU89	COPA
P53621	COPA
E9PKQ1	COPB1
E9PP63	COPB1
E9PP73	COPB1
P53618	COPB1
D6R997	COPB2
D6RBG7	COPB2
D6RBT6	COPB2
D6RBZ7	COPB2
D6RCL6	COPB2
H0Y938	COPB2
H0YAC7	COPB2
P35606	COPB2
Q8WUI6	COPG
Q9Y678	COPG
C9JLV5	COPS3
H7C3P9	COPS3
J3KTQ1	COPS3
J3QKR0	COPS3
J3QL22	COPS3
J3QS85	COPS3
K7EJF9	COPS3
K7ELN6	COPS3
K7ES36	COPS3
Q9UNS2	COPS3
C9JQK5	COPS6
E7EM64	COPS6
H7C3T0	COPS6
Q7L5N1	COPS6
H0YHF1	COQ10A
H0YHW3	COQ10A
Q96MF6	COQ10A
B8ZZV9	COQ10B
B8ZZX2	COQ10B
Q9H8M1	COQ10B
A0A0D9SFJ1	COQ6
G3V2L5	COQ6
G3V3A1	COQ6
G3V3L0	COQ6
G3V434	COQ6
G3V4A6	COQ6
Q9Y2Z9	COQ6
H3BNT2	COQ9
H3BPC6	COQ9
H3BPW3	COQ9
H3BPY0	COQ9
H3BRC0	COQ9
