Entry	Gene
A0A0M5LKJ9	HLA
A0A0N7G7C7	HLA
A0A0N7G7C8	HLA
A0A0N7G7C9	HLA
A0A0N7G7D0	HLA
A0A0N9Q860	HLA
A0A0N9Q867	HLA
A0A0N9Q873	HLA
A0A0N9Q8M9	HLA
A0A0N9Q8N5	HLA
A0A0N9QHU3	HLA
A0A0N9QHU8	HLA
A0A0N9QHV8	HLA
A0A0N9QNI4	HLA
A0A0N9QNJ5	HLA
A0A0N9QV50	HLA
A0A0N9QV62	HLA
A0A0N9QWF4	HLA
A0A0N9QWG7	HLA
A0A0N9QWI0	HLA
A0A0N9QYE2	HLA
A0A0N9QYF2	HLA
A0A0N9QYG1	HLA
A0A0N9QYZ0	HLA
A0A0N9QZ02	HLA
A0A0N9QZ10	HLA
A0A0N9R1E3	HLA
A0A0N9R1F6	HLA
A0A0N9R1G3	HLA
A0A0N9R1T7	HLA
A0A0N9R1U5	HLA
A0A0N9R1V5	HLA
A0A0P0HDI3	HLA
A0A0S2UQ63	HLA
A0A0S2UQ67	HLA
A0A0S2UQD6	HLA
A0A0S2UQI5	HLA
A0A0U5KJ66	HLA
A0A192ZH27	HLA
A0A192ZHK6	HLA
A0A223PYB8	HLA
A0A223PYC5	HLA
A0A223PYD8	HLA
A0A286R617	HLA
A0A286R620	HLA
A0A286R628	HLA
A0A286R632	HLA
A0A286R647	HLA
A0A2P1CQD5	HLA
A0A583ZB94	HLA
A0A583ZBF2	HLA
A0A583ZBS6	HLA
A0A5K1TTC4	HLA
A0A5K1TTC5	HLA
A0MSS3	HLA
A0SXS8	HLA
A1JVF1	HLA
A3FJ97	HLA
B0UXQ0	HLA
B1PKY1	HLA
B1PKZ2	HLA
B1PQ27	HLA
B1PQ32	HLA
B1PQ33	HLA
C0KXH2	HLA
C7DRR8	HLA
C7DRR9	HLA
D1M7K9	HLA
D3UW30	HLA
D7RJ43	HLA
D7RJ49	HLA
D7RJ50	HLA
D7RJ51	HLA
E5FQ45	HLA
I3TBB4	HLA
I3TBB5	HLA
I3TBB6	HLA
I3TBB7	HLA
I3TBB8	HLA
I3TBB9	HLA
I3ZN79	HLA
I6M4H5	HLA
I6M4H6	HLA
I6M4H7	HLA
I7D913	HLA
M9T3Z4	HLA
M9T819	HLA
M9TGD7	HLA
M9TGE2	HLA
M9TGE6	HLA
M9TIH3	HLA
M9TIH8	HLA
M9TIS9	HLA
M9TIT3	HLA
M9TME2	HLA
M9TME8	HLA
M9TNT0	HLA
M9TNT6	HLA
M9TNU1	HLA
Q0EFB2	HLA
Q0MX32	HLA
Q14535	HLA
Q29923	HLA
Q2HYG4	HLA
Q3LAZ2	HLA
Q53Z42	HLA
Q5RJ27	HLA
Q5S3G3	HLA
Q5SPM2	HLA
Q5SUL5	HLA
Q6UQ30	HLA
Q6VS85	HLA
Q7YNX1	HLA
Q95J06	HLA
Q9TQ25	HLA
Q9UM45	HLA
U5XMI1	HLA
U5Y3R0	HLA
Q7Z5Q8	HLC4
A0A0C4DG27	HLCS
C9JCQ9	HLCS
C9JD75	HLCS
P50747	HLCS
A0A0C4DGA6	HLTF
H7C5K0	HLTF
Q05BZ6	HLTF
Q05DF7	HLTF
Q05DQ5	HLTF
Q14527	HLTF
F8VWZ5	HLX
Q14774	HLX
A0A1W2PNU5	HMBS
A0A3B3IRR1	HMBS
A0A3B3IT17	HMBS
A0A3B3IU34	HMBS
A0A3B3IU56	HMBS
A0A3F2YNY7	HMBS
B5U9V4	HMBS
F1DBF3	HMBS
F5GY90	HMBS
F5H0P4	HMBS
F5H226	HMBS
F5H345	HMBS
F5H4W5	HMBS
F5H4X2	HMBS
F5H4Y7	HMBS
P08397	HMBS
Q0G847	HMBS
X5FSX0	HMBS
Q9NYD7	HMG1
Q2M3X1	HMG2L1
Q9UGU5	HMG2L1
A0A024RDR0	HMGB1
A0A286R9D9	HMGB1
A0A286R9F1	HMGB1
P09429	HMG1,HMGB1
Q5T7C4	HMGB1
A0A024RAP2	HMGCR
C9JKX7	HMGCR
D6RIW0	HMGCR
H0Y8F6	HMGCR
H0Y8K6	HMGCR
L8E6X7	HMGCR
P04035	HMGCR
A0A024R059	HMGCS1
D6RIW1	HMGCS1
Q01581	HMGCS1
P54868	HMGCS2
A0A494C035	HMGN1
A6NEL0	HMGN1
A6NL93	HMGN1
F2Z2W6	HMGN1
F2Z2Y5	HMGN1
H7BXJ5	HMGN1
P05114	HMGN1
Q3B790	HMGN1
Q6NSG7	HMGN1
Q8IYN3	HMHA1
Q92619	HMHA1
B1AHA8	HMOX1
D2K7W4	HMOX1
F2YMD9	HMOX1
P09601	HMOX1
Q6FH11	HMOX1
Q96DI8	HMOX1
A0A087WT44	HMOX2
A0A1B0GXH0	HMOX2
I3L159	HMOX2
I3L1F5	HMOX2
I3L1Y2	HMOX2
I3L276	HMOX2
I3L463	HMOX2
I3L4P8	HMOX2
P30519	HMOX2
Q6FHB5	HMOX2
Q6IBP2	HMOX2
A2RU54	HMX2
A0A087WYP0	HNF1A
A0A0A0MQU7	HNF1A
A0A0A0MTK8	HNF1A
E0YMI7	HNF1A
E0YMI8	HNF1A
E0YMI9	HNF1A
E0YMJ0	HNF1A
E0YMJ1	HNF1A
E0YMJ2	HNF1A
E0YMJ3	HNF1A
E0YMJ4	HNF1A
E0YMK2	HNF1A
E0YMK3	HNF1A
F5H0K0	HNF1A
F5H3Z5	HNF1A
H0YND5	HNF1A
P20823	HNF1A
U3KQS6	HNF1A
A0A087WXS2	HNF1B
A0A087WZC2	HNF1B
A0A0C4DGS8	HNF1B
E0YMJ6	HNF1B
E0YMJ7	HNF1B
E0YMJ8	HNF1B
P35680	HNF1B
A0A087WXV4	HNF4A
A0A2R3XWA5	HNF4A
A0A2R3XWA6	HNF4A
A0A2R3XWC8	HNF4A
A0A2R3XWF7	HNF4A
B9VVT8	HNF4A
F1D8T0	HNF4A
F8WBS7	HNF4A
P41235	HNF4A
Q8NHY1	HNF4A
Q14541	HNF4G
Q6FGL6	HNF4G
Q7Z5U9	HNF4G
P50135	HNMT
Q9P1Y0	HNMT
F8VTQ5	HNRNPA1
F8VYN5	HNRNPA1
F8VZ49	HNRNPA1
F8W646	HNRNPA1
F8W6I7	HNRNPA1
H0YH80	HNRNPA1
P09651	HNRNPA1
A0A087WUI2	HNRNPA2B1
I6L957	HNRNPA2B1
P22626	HNRNPA2B1
D6R9P3	HNRNPAB
D6RBZ0	HNRNPAB
D6RD18	HNRNPAB
Q99729	HNRNPAB
O60812	HNRNPCL1
A0A1B0GW42	HNRNPF
P52597	HNRNPF
P61978	HNRNPK
Q5T6W2	HNRNPK
S4R359	HNRNPK
S4R457	HNRNPK
A0A3B3ITJ4	HNRNPL
B4DVF8	HNRNPL
M0QXS5	HNRNPL
M0QYL7	HNRNPL
M0R1W6	HNRNPL
P14866	HNRNPL
Q6NTA2	HNRNPL
A0A087WVI9	HNRNPU
A0A087WZF3	HNRNPU
A0A1W2PNG3	HNRNPU
A0A1W2PP22	HNRNPU
A0A1W2PP34	HNRNPU
A0A1W2PP35	HNRNPU
A0A1W2PPE9	HNRNPU
A0A1W2PPH7	HNRNPU
A0A1W2PPL4	HNRNPU
A0A1W2PPS1	HNRNPU
A0A1W2PQ74	HNRNPU
A0A1W2PQD4	HNRNPU
A0A1W2PQL0	HNRNPU
A0A1W2PRI6	HNRNPU
A0A1W2PRZ7	HNRNPU
A0A1X7SBS1	HNRNPU
Q00839	HNRNPU
Q5RI18	HNRNPU
L8E7F7	HNRNPUL2
Q1KMD3	HNRNPUL2
A0A024RDB5	HNRPDL
A0A087WUK2	HNRPDL
O14979	HNRPDL
Q8IX15	HOMEZ
U3KPW8	HOMEZ
A0A2H4PWH9	HOOK1
B1AK95	HOOK1
Q32Q39	HOOK1
Q9UJC3	HOOK1
K7EJ48	HOOK2
K7EJ65	HOOK2
K7EJA7	HOOK2
K7EK29	HOOK2
K7EMG7	HOOK2
K7EMR5	HOOK2
K7ENU5	HOOK2
Q96ED9	HOOK2
H0YDK4	HOOK3
H0YDM4	HOOK3
H0YE69	HOOK3
Q86VS8	HOOK3
Q8WWP6	HOPA
Q93074	HOPA
Q86X24	HORMAD1
X6R751	HORMAD1
X6RG95	HORMAD1
P17509	HOXB6
O75805	HOXA-9
O75806	HOXA-9
A0A2R8Y4R9	HOXA1
A4D185	HOXA1
E7ERT8	HOXA1
P49639	HOXA1
A0A024RA37	HOXA10
P31260	HOXA10
Q5I0Y5	HOXA10
H0YIA6	HOXA11
P31270	HOXA11
I6N936	HOXA13
P31271	HOXA13
Q6DI00	HOXA13
Q4KR72	HOXB13
Q92826	HOXB13
V5QRV9	HOXB13
A0A024RB66	HOXC10
D6RAG4	HOXC10
Q53XI4	HOXC10
Q9NYD6	HOXC10
P31276	HOXC13
Q6LAM3	HOXC13
A0A024RAZ6	HOXC9
O15222	HOXC9
P31274	HOXC9
Q8N561	HOXC9
B5MCD3	HOXD12
P35452	HOXD12
A0A515EIZ4	HOXD13
A0A515EIZ6	HOXD13
P35453	HOXD13
B0QZK4	HP1BP3
B0QZK5	HP1BP3
B0QZK6	HP1BP3
B0QZK7	HP1BP3
B0QZK8	HP1BP3
B0QZK9	HP1BP3
B4E0N8	HP1BP3
L8E9W8	HP1BP3
Q5SSJ5	HP1BP3
Q5SWC8	HP1BP3
X6RGJ2	HP1BP3
C9JW46	HPCAL1
E9PC71	HPCAL1
H7BZC1	HPCAL1
P37235	HPCAL1
Q6FGY1	HPCAL1
A0A0B4J1R4	HPD
P32754	HPD
A0A0H3YEQ7	HPRT1
P00492	HPRT1
Q6LET3	HPRT1
Q86YV9	HPS6
P02790	HPX
Q9BS19	HPX
A0A0A0WDA6	HR
A0A0A0WDV7	HR
A0A0A0WEW9	HR
A0A0A0WJ87	HR
E5RK80	HR
O43593	HR
A0A0J9YXG8	HRAS
P01112	HRAS
P78460	HRAS
X5D945	HRAS
C9J2E6	HRH1
P35367	HRH1
A0A024R9H2	HRSP12
P52758	HRSP12
O14992	HS24/P52
Q7KYN0	HS24/P52
K7EP71	HS2ST1
Q7LGA3	HS2ST1
H3BR28	HSBP1
O75506	HSBP1
D6RCD0	HSD17B11
Q8NBQ5	HSD17B11
H3BNN1	HSD17B2
H3BQY3	HSD17B2
H3BRZ6	HSD17B2
H3BS44	HSD17B2
H3BV42	HSD17B2
P37059	HSD17B2
A0A0S2Z3Y5	HSD17B4
A0A0S2Z460	HSD17B4
A0A0S2Z4J1	HSD17B4
A0A0S2Z4Q6	HSD17B4
A0A2R8Y674	HSD17B4
A0A2R8Y7L2	HSD17B4
A0A2R8Y7W2	HSD17B4
A0A2R8YCN2	HSD17B4
A0A2R8YD50	HSD17B4
A0A2R8YDT8	HSD17B4
A0A2R8YEG2	HSD17B4
A0A2R8YF39	HSD17B4
A0A2R8YF45	HSD17B4
E7EPL9	HSD17B4
E7ER27	HSD17B4
E7ET17	HSD17B4
E7EWE5	HSD17B4
G5E9S2	HSD17B4
P51659	HSD17B4
F2Z2C2	HSD17B7
P56937	HSD17B7
Q5T248	HSD17B7
Q5T249	HSD17B7
V9GYN3	HSD17B7
A0A024R159	HSDL2
Q6YN16	HSDL2
Q96LI6	HSFY1
Q9UQC1	HSP70-1
A0A0U1RR69	HSP90AA1
G3V2J8	HSP90AA1
G3V592	HSP90AA1
H0YJF5	HSP90AA1
K9JA46	HSP90AA1
P07900	HSP90AA1
Q2VPJ6	HSP90AA1
Q8TBA7	HSP90AA1
Q96HX7	HSP90AA1
A0A024RD80	HSP90AB1
P08238	HSP90AB1
Q6PK50	HSP90AB1
A0A1B0GTF3	HSPA12A
K7ELE6	HSPA12A
K7ENF6	HSPA12A
O43301	HSPA12A
B7ZLP2	HSPA12B
Q5BKZ8	HSPA12B
Q5JX83	HSPA12B
Q96MM6	HSPA12B
P48723	HSPA13
A0A1W2PQ72	HSPA14
A0A2R8Y8B9	HSPA14
B0YIZ1	HSPA14
B0YIZ2	HSPA14
H7C2A1	HSPA14
Q0VDF9	HSPA14
Q6P155	HSPA14
Q8TAQ0	HSPA14
P34931	HSPA1L
Q53FA3	HSPA1L
A0A024R6B5	HSPA2
P54652	HSPA2
D6RJ96	HSPA4L
E9PDE8	HSPA4L
O95757	HSPA4L
P11021	HSPA5
P17066	HSPA6
A8K7Q2	HSPA8
E9PI65	HSPA8
E9PK54	HSPA8
E9PKE3	HSPA8
E9PLF4	HSPA8
E9PM13	HSPA8
E9PN25	HSPA8
E9PN89	HSPA8
E9PNE6	HSPA8
E9PPY6	HSPA8
E9PQK7	HSPA8
E9PQQ4	HSPA8
E9PS65	HSPA8
P11142	HSPA8
Q96H53	HSPA8
Q96IS6	HSPA8
V9HW22	HSPA8
A0A3B3ITI4	HSPA9
A0A3B3ITN1	HSPA9
D6RA73	HSPA9
D6RCD7	HSPA9
D6RDH7	HSPA9
D6RJI2	HSPA9
H0Y8K0	HSPA9
H0Y8S0	HSPA9
H0YBG6	HSPA9
P38646	HSPA9
Q8N1C8	HSPA9
C9J3N8	HSPB1
F8WE04	HSPB1
P04792	HSPB1
A8KAH6	HSPB2
Q16082	HSPB2
Q12988	HSPB3
Q6ICS9	HSPB3
H0YG30	HSPB8
Q9UJY1	HSPB8
A0A024R4R7	HSPBP1
K7EKM6	HSPBP1
K7EL16	HSPBP1
K7EMM7	HSPBP1
K7EN20	HSPBP1
K7EQQ0	HSPBP1
K7ERT9	HSPBP1
Q9NZL4	HSPBP1
Q9GZY6	HSPC046
A0A024R3X4	HSPD1
A0A0S2Z415	HSPD1
A0A0S2Z477	HSPD1
B3GQS7	HSPD1
B9VP19	HSPD1
B9VP24	HSPD1
B9VPB4	HSPD1
C9J0S9	HSPD1
C9JCQ4	HSPD1
C9JL19	HSPD1
C9JL25	HSPD1
E7ESH4	HSPD1
E7EXB4	HSPD1
F8WBB1	HSPD1
P10809	HSPD1
Q53QD5	HSPD1
Q53SE2	HSPD1
O43862	HSPDE4D
A0A024RAB6	HSPG2
A0A0U1RQT3	HSPG2
A0A2R8YH07	HSPG2
A0A3B3IT11	HSPG2
B6EU51	HSPG2
H0Y5A9	HSPG2
H7BYA5	HSPG2
O43834	HSPG2
P98160	HSPG2
Q2VPA1	HSPG2
A0A024RDQ0	HSPH1
A0A024RDS1	HSPH1
A0A0A0MSM0	HSPH1
Q5TBM3	HSPH1
Q92598	HSPH1
R4GN69	HSPH1
Q549U1	HSU53209
O14724	HSpTB1
O14725	HSpTB1
O14726	HSpTB1
Q71VF8	HSpTB1
Q71VF9	HSpTB1
Q71VG0	HSpTB1
Q71VG1	HSpTB1
Q71VG2	HSpTB1
Q96KG9	HT019
O43719	HTATSF1
Q5H918	HTATSF1
Q5H919	HTATSF1
B3VRE0	HTR2C
B3VRE5	HTR2C
B3VRF0	HTR2C
B3VRF5	HTR2C
P28335	HTR2C
Q7Z579	HTR2C
P50406	HTR6
A0A3B3IU24	HTRA1
H0Y7G9	HTRA1
Q05DJ8	HTRA1
Q92743	HTRA1
A0A0C4DG44	HTRA2
A0A384MDW9	HTRA2
B2BKJ3	HTRA2
O43464	HTRA2
H7C2X2	HUNK
H7C3H0	HUNK
L8E824	HUNK
L8E8I7	HUNK
P57058	HUNK
A4D2F2	HUS1
C9JA95	HUS1
C9JCK8	HUS1
F8WAW9	HUS1
H7C272	HUS1
O60921	HUS1
A0A024R9U8	HUWE1
A0A024R9W5	HUWE1
A0A024R9Y3	HUWE1
A0A087X146	HUWE1
A0A087X1S3	HUWE1
A0A1B0GXC7	HUWE1
H0Y659	HUWE1
L8E996	HUWE1
Q3B7K0	HUWE1
Q5H924	HUWE1
Q5H935	HUWE1
Q5H962	HUWE1
Q5H963	HUWE1
Q5H964	HUWE1
Q7Z6Z7	HUWE1
Q8IWJ0	HUWE1
Q9H348	HVPS41
A0A024R3K0	HYLS1
Q96M11	HYLS1
Q8IU66	IA4
Q8IU71	IA4
Q8IUA2	IA4
C9J5J2	IAH1
C9JDY4	IAH1
C9JE02	IAH1
F8WF34	IAH1
H7BXP8	IAH1
H7C5G1	IAH1
Q05D21	IAH1
Q2TAA2	IAH1
Q6NVV8	IAH1
Q6PCA9	IAH1
A0A024RDE4	IBSP
P21815	IBSP
B7ZLD4	IBTK
B7ZLE0	IBTK
D6R9F4	IBTK
E7EPI0	IBTK
E9PDR5	IBTK
H0Y9N7	IBTK
Q9P2D0	IBTK
O00177	ICAM-1
K7ELH4	ICAM3
K7EMH0	ICAM3
K7EP52	ICAM3
K7EQC7	ICAM3
K7ERF0	ICAM3
K7ERJ4	ICAM3
K7ERN2	ICAM3
P32942	ICAM3
Q5NKU1	ICAM3
K7EIL3	ICAM5
Q8N6I2	ICAM5
Q8TAM9	ICAM5
Q9UMF0	ICAM5
Q14197	ICT1
Q02363	ID2
Q53T66	ID2
P47928	ID4
A0A3B3ISG5	IDE
P14735	IDE
Q5T5N3	IDE
R4GN65	IDE
A0A1P8A7C0	IDH2
H0YL11	IDH2
H0YLL5	IDH2
P48735	IDH2
A0A087WZN1	IDH3B
A0A087X2E5	IDH3B
A0A0D9SET9	IDH3B
A0A0D9SG66	IDH3B
L0R875	IDH3B
O43837	IDH3B
E7EQB8	IDH3G
E9PF84	IDH3G
G5E9Q7	IDH3G
H0Y5Q7	IDH3G
H7C1W2	IDH3G
P51553	IDH3G
Q2Q9C5	IDH3G
Q2Q9S4	IDH3G
P46695	IER3
Q5ST77	IER3
Q5ST79	IER3
A0A0A0MRB1	IFI16
A0A346JEQ3	IFI16
D3DUZ3	IFI16
H3BM18	IFI16
H3BR65	IFI16
H3BR88	IFI16
H3BVE6	IFI16
Q16666	IFI16
X6RHM1	IFI16
A0A087X279	IFIT2
P09913	IFIT2
Q05DN2	IFIT2
Q8IZ03	IFIT2
Q13325	IFIT5
P48551	IFNABR
A0A494BZU5	IFNAR1
A0A494C0E2	IFNAR1
A0A494C0K3	IFNAR1
A0A494C0P2	IFNAR1
C9J114	IFNAR1
P17181	IFNAR1
B5BUQ5	IFNB1
P01574	IFNB1
A0A0S2Z3R7	IFNGR1
A0A0S2Z3Y2	IFNGR1
A0A2R8Y4U4	IFNGR1
A0A2R8Y792	IFNGR1
A0A2R8Y7R1	IFNGR1
A0A2R8YEN6	IFNGR1
A0A2R8YFL3	IFNGR1
A5HJZ4	IFNGR1
E5QBZ2	IFNGR1
P15260	IFNGR1
Q5TFC9	IFNGR1
Q5TFD1	IFNGR1
Q7Z687	IFNGR1
A4D0U1	IFRD1
C9J311	IFRD1
C9J7U6	IFRD1
C9JA65	IFRD1
C9JK78	IFRD1
C9JLG5	IFRD1
C9JNM6	IFRD1
E9PMY4	IFRD1
H0YEE3	IFRD1
O00458	IFRD1
Q75M98	IFRD1
Q75M99	IFRD1
Q75MS4	IFRD1
F5GZ56	IFT172
H0YAI8	IFT172
H7C161	IFT172
H7C186	IFT172
H7C252	IFT172
L8E9V2	IFT172
Q9UG01	IFT172
C9JB84	IFT57
F8WBM2	IFT57
Q9NWB7	IFT57
A0A024RBJ1	IFT81
F8W1J4	IFT81
H0YHE2	IFT81
H0YIR4	IFT81
Q05DP9	IFT81
Q8WYA0	IFT81
P78318	IGBP1
H0YKK1	IGDCC3
H0YNQ1	IGDCC3
Q8IVU1	IGDCC3
Q8TDY8	IGDCC4
C9J5X1	IGF1R
H0YMJ5	IGF1R
H0YNR0	IGF1R
H3BSZ8	IGF1R
P08069	IGF1R
Q3B833	IGF1R
D3DTW3	IGF2BP1
L8ECD2	IGF2BP1
Q9NZI8	IGF2BP1
B3FTN5	IGF2BP2
F8W930	IGF2BP2
Q9Y6M1	IGF2BP2
F8WD15	IGF2BP3
A0N9R6	IGF2R
A0N9R7	IGF2R
A0N9R9	IGF2R
P11717	IGF2R
Q13660	IGF2R
Q13661	IGF2R
S4R328	IGF2R
C9JXX4	IGFBP5
P24593	IGFBP5
Q8WV97	IGFBP5
Q96HT5	IGFBP5
A0A024RDA6	IGFBP7
Q16270	IGFBP7
F5GX64	IGHMBP2
F5H5K3	IGHMBP2
H3BRR1	IGHMBP2
P38935	IGHMBP2
C9JEE0	IGLL1
P15814	IGLL1
H7C4M2	IGSF10
Q6WRI0	IGSF10
Q14623	IHH
Q4ZFW8	IHH
A0A024R2X2	IHPK1
Q92551	IHPK1
B2RCP4	IHPK2
Q9UHH9	IHPK2
Q5TAQ4	IHPK3
Q96PC2	IHPK3
Q5JXC2	IIP45
A0A499FJS7	IKBKB
A1L159	IKBKB
B3KRB7	IKBKB
E5RFG5	IKBKB
E5RFT3	IKBKB
E5RGA0	IKBKB
E5RGW5	IKBKB
E5RIW0	IKBKB
E5RJH2	IKBKB
G3V105	IKBKB
J3KNS5	IKBKB
O14920	IKBKB
Q32ND9	IKBKB
A0A075B7B4	IKBKE
A0A075B7C7	IKBKE
A0A075B7D5	IKBKE
Q14164	IKBKE
A0A087WU46	IKZF1
A0A0A0MRA0	IKZF1
A0A0A0MST1	IKZF1
A0A2R8Y4D3	IKZF1
A0A2R8Y4T7	IKZF1
A0A2R8YFR0	IKZF1
C9JTB0	IKZF1
Q13422	IKZF1
Q3T907	IKZF1
R9R4D9	IKZF1
A0A0A0MSL2	IKZF2
A0A0A0MT14	IKZF2
B4DWF2	IKZF2
E7EPU0	IKZF2
E7ES26	IKZF2
E7EUI1	IKZF2
Q9UKS7	IKZF2
A0A0C4DGN9	IKZF3
Q9UKT9	IKZF3
A0A0G2JL44	IKZF4
F8VPL6	IKZF4
F8VW19	IKZF4
Q9H2S9	IKZF4
A8K3F7	IL11
K7ESD5	IL11
P20809	IL11
A0A0C5PF30	IL12B
A0A0C5PF35	IL12B
A0A0C5PMG4	IL12B
A0A0C5PP83	IL12B
A0A0C5PP88	IL12B
A0A0C5PS98	IL12B
A0A0C5PSA9	IL12B
A0A0C5Q0B8	IL12B
A0A0C5Q0C2	IL12B
A0A0C5Q0C7	IL12B
P29460	IL12B
A0A0A0MTN7	IL12RB2
H0Y5V0	IL12RB2
Q99665	IL12RB2
A0A494C1C4	IL13RA1
P78552	IL13RA1
Q96BB4	IL13RA1
P40933	IL15
Q96F46	IL17R
C9J6R0	IL17RD
Q8NFM7	IL17RD
Q9UHD0	IL19
P01583	IL1A
B8ZZ73	IL1R1
B8ZZW4	IL1R1
B9A040	IL1R1
C9J3W8	IL1R1
C9J686	IL1R1
C9JQ36	IL1R1
C9JW84	IL1R1
C9JWB2	IL1R1
F8WF92	IL1R1
H7BZM5	IL1R1
P14778	IL1R1
Q6NWP5	IL1R1
Q6NWP6	IL1R1
C9JNR0	IL1R2
P27930	IL1R2
Q6PIW7	IL1R2
C9J1D9	IL1RAP
C9J9W1	IL1RAP
C9JT28	IL1RAP
H7C3W4	IL1RAP
Q9NPH3	IL1RAP
Q9HBE5	IL21R
A0A024R7I8	IL27RA
Q6UWB1	IL27RA
A4QPA4	IL28RA
H2DF04	IL28RA
Q3MIC3	IL28RA
Q3ZCM1	IL28RA
Q8IU57	IL28RA
B0QYC0	IL2RB
B0QYC1	IL2RB
B0QYC2	IL2RB
H7C1H9	IL2RB
P14784	IL2RB
A0A3G1CD75	IL2RG
D6R964	IL2RG
D6RDW9	IL2RG
H0Y8J6	IL2RG
P31785	IL2RG
Q5FC09	IL2RG
Q5FC10	IL2RG
Q5FC11	IL2RG
Q5FC13	IL2RG
J3JS34	IL3RA
P26951	IL3RA
A0A1C9J7T5	IL6
A0A1C9J7T7	IL6
A0A1C9J7T8	IL6
A0A1C9J7U0	IL6
A0A1C9J7V0	IL6
A0A1C9J7V2	IL6
B4DNV3	IL6
B5MC14	IL6
B5MC21	IL6
B5MCZ3	IL6
C9J5B0	IL6
P05231	IL6
Q75MH2	IL6
A0A087WTB5	IL6R
A0N0L5	IL6R
D6R9R8	IL6R
H0Y949	IL6R
H0Y9B1	IL6R
P08887	IL6R
A0A0A0N0L2	IL6ST
A0A0A0N0L5	IL6ST
A0A494BZU0	IL6ST
D6RH03	IL6ST
P40189	IL6ST
Q17RA0	IL6ST
Q5FC02	IL6ST
Q5FC03	IL6ST
Q5FC05	IL6ST
Q5FC06	IL6ST
Q5FC07	IL6ST
P25025	IL8RB
Q53PC4	IL8RB
Q6LCZ7	IL8RB
E9PLS0	ILDR2
E9PNU3	ILDR2
E9PPL0	ILDR2
E9PQC8	ILDR2
E9PR23	ILDR2
E9PRA4	ILDR2
Q71H61	ILDR2
A0A0A0MRL0	ILF2
B4DY09	ILF2
Q12905	ILF2
X6R6Z1	ILF2
A0A024R7C7	ILF3
K7EJ09	ILF3
K7EKJ9	ILF3
K7EKY0	ILF3
K7ELV3	ILF3
K7EM82	ILF3
K7EMZ8	ILF3
K7ENK6	ILF3
K7EPG3	ILF3
K7EQ75	ILF3
K7EQR9	ILF3
K7ER69	ILF3
K7ERM6	ILF3
L8E9J1	ILF3
Q12906	ILF3
Q9NXX0	ILF3
A0A087WW45	ILK
A0A087WWY6	ILK
A0A0A0MTH3	ILK
E9PQ52	ILK
Q13418	ILK
B8Y6Z5	ILKAP
B8Y6Z6	ILKAP
E9PC05	ILKAP
F8SNU6	ILKAP
F8SNU7	ILKAP
H7C2I8	ILKAP
Q9H0C8	ILKAP
A1L0T0	ILVBL
E9PJS0	ILVBL
E9PL44	ILVBL
E9PNL1	ILVBL
M0QZX5	ILVBL
M0R026	ILVBL
M0R1B5	ILVBL
A0A087WYS0	IMMT
B9A067	IMMT
C9J406	IMMT
D6RAW4	IMMT
H7C463	IMMT
Q05DN3	IMMT
Q16891	IMMT
Q3B7X4	IMMT
O00425	IGF2BP3,IMP3
Q8TCT8	IMP3
Q9NV31	IMP3
B8ZZ47	IMP4
B9A008	IMP4
E7ENR5	IMP4
F8WCN0	IMP4
H0Y714	IMP4
Q8TCT7	IMP4
Q96G21	IMP4
A0A024R830	IMPA1
E5RG13	IMPA1
E5RG94	IMPA1
E5RGY4	IMPA1
E5RHE9	IMPA1
E5RI82	IMPA1
E5RIF4	IMPA1
E5RIP7	IMPA1
H0YBL1	IMPA1
P29218	IMPA1
K7EIH6	IMPA2
K7EII9	IMPA2
K7EL65	IMPA2
K7ELF8	IMPA2
O14732	IMPA2
Q6PIP6	IMPA2
Q9UNV4	IMPA2
Q9UNV5	IMPA2
Q9UNV6	IMPA2
Q9UPE5	IMPA2
Q9UPE6	IMPA2
Q9UPE7	IMPA2
Q9UPE8	IMPA2
A0A024RC24	IMPACT
A0A3B3ITH3	IMPACT
J3KT25	IMPACT
J3QLU6	IMPACT
J3QQU0	IMPACT
J3QRS6	IMPACT
Q5GFE0	IMPACT
Q9P2X3	IMPACT
E7ETK5	IMPDH2
H0Y4R1	IMPDH2
P12268	IMPDH2
Q6QE17	IMPDH2
Q6RUP8	IMPDH2
Q6RUP9	IMPDH2
Q16352	INA
A5PKX9	INADL
Q8NI35	INADL
E9PM67	INCENP
Q9NQS7	INCENP
A0A0A0MQU1	INF2
Q27J81	INF2
Q8WYS3	INF2
A0A087WXF7	ING1
A0A0C4DFW2	ING1
Q9UK53	ING1
C9J4X5	ING2
Q5GRH6	ING2
Q9H160	ING2
A4KYM5	ING4
A4KYM7	ING4
E9PJ14	ING4
E9PNE3	ING4
H0YEH7	ING4
Q9UNL4	ING4
R4GNG1	ING4
A0A1B0GW41	ING5
E9PEN0	ING5
Q8WYH8	ING5
B6E5W7	INHA
P05111	INHA
A0PK08	INHBB
P09529	INHBB
A0A090N7V3	INMT
O95050	INMT
Q3MIB5	INMT
B8ZZ93	INO80B
B8ZZH7	INO80B
C9JKY0	INO80B
H7C171	INO80B
Q9C086	INO80B
A0A0S2Z3X1	INPP1
A0A1D5RMQ4	INPP1
B5BU62	INPP1
B8ZZF6	INPP1
C9J128	INPP1
C9J173	INPP1
C9J2N5	INPP1
C9J2Z6	INPP1
E7ENF2	INPP1
E7ET59	INPP1
E7EUX4	INPP1
